session_id,step_id,step_name,bank_name,created_at,updated_at,load_created_at
199,633,INITIATED_LIGHTBOX,,2024-08-26 10:14:09,2024-08-26 10:17:09,2024-08-26 10:18:09
199,634,SELECT_BANK,,2024-08-26 10:16:09,2024-08-26 10:17:09,2024-08-26 10:18:09
199,635,LOGIN_ATTEMPT,Deutsche Bank,2024-08-26 10:17:09,2024-08-26 10:18:09,2024-08-26 10:19:09
199,636,AUTHORIZATION,Deutsche Bank,2024-08-26 10:19:09,2024-08-26 10:20:09,2024-08-26 10:21:09
200,637,INITIATED_LIGHTBOX,,2024-05-01 15:19:13,2024-05-01 15:21:13,2024-05-01 15:22:13
200,638,SELECT_BANK,,2024-05-01 15:21:13,2024-05-01 15:24:13,2024-05-01 15:25:13
200,639,LOGIN_ATTEMPT,Barclays,2024-05-01 15:23:13,2024-05-01 15:28:13,2024-05-01 15:29:13
200,640,AUTHORIZATION,Barclays,2024-05-01 15:24:13,2024-05-01 15:25:13,2024-05-01 15:26:13
201,641,INITIATED_LIGHTBOX,,2023-09-15 05:11:52,2023-09-15 05:13:52,2023-09-15 05:14:52
201,642,SELECT_BANK,,2023-09-15 05:15:52,2023-09-15 05:19:52,2023-09-15 05:20:52
201,643,LOGIN_ATTEMPT,HSBC,2023-09-15 05:16:52,2023-09-15 05:20:52,2023-09-15 05:21:52
201,644,AUTHORIZATION,HSBC,2023-09-15 05:21:52,2023-09-15 05:22:52,2023-09-15 05:23:52
202,645,INITIATED_LIGHTBOX,,2024-02-07 21:30:56,2024-02-07 21:34:56,2024-02-07 21:35:56
202,646,SELECT_BANK,,2024-02-07 21:35:56,2024-02-07 21:37:56,2024-02-07 21:38:56
202,647,LOGIN_ATTEMPT,Deutsche Bank,2024-02-07 21:36:56,2024-02-07 21:40:56,2024-02-07 21:41:56
202,648,AUTHORIZATION,Deutsche Bank,2024-02-07 21:38:56,2024-02-07 21:42:56,2024-02-07 21:43:56
203,649,INITIATED_LIGHTBOX,,2023-08-19 03:07:25,2023-08-19 03:10:25,2023-08-19 03:11:25
204,650,INITIATED_LIGHTBOX,,2024-03-25 10:56:43,2024-03-25 10:58:43,2024-03-25 10:59:43
204,651,SELECT_BANK,,2024-03-25 10:59:43,2024-03-25 11:02:43,2024-03-25 11:03:43
204,652,LOGIN_ATTEMPT,BNP Paribas,2024-03-25 11:02:43,2024-03-25 11:07:43,2024-03-25 11:08:43
204,653,AUTHORIZATION,BNP Paribas,2024-03-25 11:07:43,2024-03-25 11:08:43,2024-03-25 11:09:43
205,654,INITIATED_LIGHTBOX,,2024-05-16 06:19:06,2024-05-16 06:20:06,2024-05-16 06:21:06
205,655,SELECT_BANK,,2024-05-16 06:24:06,2024-05-16 06:28:06,2024-05-16 06:29:06
205,656,LOGIN_ATTEMPT,HSBC,2024-05-16 06:29:06,2024-05-16 06:30:06,2024-05-16 06:31:06
206,657,INITIATED_LIGHTBOX,,2024-06-18 05:38:55,2024-06-18 05:41:55,2024-06-18 05:42:55
206,658,SELECT_BANK,,2024-06-18 05:39:55,2024-06-18 05:43:55,2024-06-18 05:44:55
206,659,LOGIN_ATTEMPT,Deutsche Bank,2024-06-18 05:41:55,2024-06-18 05:45:55,2024-06-18 05:46:55
206,660,AUTHORIZATION,Deutsche Bank,2024-06-18 05:42:55,2024-06-18 05:43:55,2024-06-18 05:44:55
207,661,INITIATED_LIGHTBOX,,2024-04-22 17:21:08,2024-04-22 17:24:08,2024-04-22 17:25:08
208,662,INITIATED_LIGHTBOX,,2024-01-17 20:06:36,2024-01-17 20:09:36,2024-01-17 20:10:36
208,663,SELECT_BANK,,2024-01-17 20:08:36,2024-01-17 20:13:36,2024-01-17 20:14:36
208,664,LOGIN_ATTEMPT,Bank of America,2024-01-17 20:09:36,2024-01-17 20:12:36,2024-01-17 20:13:36
208,665,AUTHORIZATION,Bank of America,2024-01-17 20:13:36,2024-01-17 20:18:36,2024-01-17 20:19:36
209,666,INITIATED_LIGHTBOX,,2024-04-19 19:03:01,2024-04-19 19:08:01,2024-04-19 19:09:01
209,667,SELECT_BANK,,2024-04-19 19:06:01,2024-04-19 19:09:01,2024-04-19 19:10:01
209,668,LOGIN_ATTEMPT,Deutsche Bank,2024-04-19 19:08:01,2024-04-19 19:11:01,2024-04-19 19:12:01
209,669,AUTHORIZATION,Deutsche Bank,2024-04-19 19:13:01,2024-04-19 19:14:01,2024-04-19 19:15:01
211,670,INITIATED_LIGHTBOX,,2023-07-03 04:31:42,2023-07-03 04:36:42,2023-07-03 04:37:42
211,671,SELECT_BANK,,2023-07-03 04:36:42,2023-07-03 04:38:42,2023-07-03 04:39:42
211,672,LOGIN_ATTEMPT,BNP Paribas,2023-07-03 04:38:42,2023-07-03 04:42:42,2023-07-03 04:43:42
212,673,INITIATED_LIGHTBOX,,2024-04-06 14:15:46,2024-04-06 14:18:46,2024-04-06 14:19:46
212,674,SELECT_BANK,,2024-04-06 14:18:46,2024-04-06 14:22:46,2024-04-06 14:23:46
212,675,LOGIN_ATTEMPT,Bank of America,2024-04-06 14:22:46,2024-04-06 14:27:46,2024-04-06 14:28:46
212,676,AUTHORIZATION,Bank of America,2024-04-06 14:24:46,2024-04-06 14:28:46,2024-04-06 14:29:46
213,677,INITIATED_LIGHTBOX,,2024-03-16 06:40:51,2024-03-16 06:42:51,2024-03-16 06:43:51
213,678,SELECT_BANK,,2024-03-16 06:42:51,2024-03-16 06:46:51,2024-03-16 06:47:51
213,679,LOGIN_ATTEMPT,Barclays,2024-03-16 06:47:51,2024-03-16 06:49:51,2024-03-16 06:50:51
213,680,AUTHORIZATION,Barclays,2024-03-16 06:49:51,2024-03-16 06:53:51,2024-03-16 06:54:51
214,681,INITIATED_LIGHTBOX,,2023-10-03 14:56:20,2023-10-03 14:58:20,2023-10-03 14:59:20
214,682,SELECT_BANK,,2023-10-03 14:58:20,2023-10-03 15:00:20,2023-10-03 15:01:20
214,683,LOGIN_ATTEMPT,HSBC,2023-10-03 15:00:20,2023-10-03 15:01:20,2023-10-03 15:02:20
214,684,AUTHORIZATION,HSBC,2023-10-03 15:05:20,2023-10-03 15:09:20,2023-10-03 15:10:20
215,685,INITIATED_LIGHTBOX,,2024-02-18 06:35:46,2024-02-18 06:37:46,2024-02-18 06:38:46
215,686,SELECT_BANK,,2024-02-18 06:37:46,2024-02-18 06:38:46,2024-02-18 06:39:46
215,687,LOGIN_ATTEMPT,BNP Paribas,2024-02-18 06:38:46,2024-02-18 06:40:46,2024-02-18 06:41:46
215,688,AUTHORIZATION,BNP Paribas,2024-02-18 06:41:46,2024-02-18 06:46:46,2024-02-18 06:47:46
216,689,INITIATED_LIGHTBOX,,2023-12-08 07:43:18,2023-12-08 07:44:18,2023-12-08 07:45:18
216,690,SELECT_BANK,,2023-12-08 07:45:18,2023-12-08 07:50:18,2023-12-08 07:51:18
216,691,LOGIN_ATTEMPT,Bank of America,2023-12-08 07:46:18,2023-12-08 07:50:18,2023-12-08 07:51:18
216,692,AUTHORIZATION,Bank of America,2023-12-08 07:50:18,2023-12-08 07:55:18,2023-12-08 07:56:18
217,693,INITIATED_LIGHTBOX,,2023-08-28 18:54:40,2023-08-28 18:57:40,2023-08-28 18:58:40
217,694,SELECT_BANK,,2023-08-28 18:59:40,2023-08-28 19:04:40,2023-08-28 19:05:40
217,695,LOGIN_ATTEMPT,Bank of America,2023-08-28 19:02:40,2023-08-28 19:07:40,2023-08-28 19:08:40
217,696,AUTHORIZATION,Bank of America,2023-08-28 19:05:40,2023-08-28 19:10:40,2023-08-28 19:11:40
218,697,INITIATED_LIGHTBOX,,2023-10-25 15:35:21,2023-10-25 15:40:21,2023-10-25 15:41:21
218,698,SELECT_BANK,,2023-10-25 15:36:21,2023-10-25 15:40:21,2023-10-25 15:41:21
218,699,LOGIN_ATTEMPT,Bank of America,2023-10-25 15:38:21,2023-10-25 15:41:21,2023-10-25 15:42:21
218,700,AUTHORIZATION,Bank of America,2023-10-25 15:43:21,2023-10-25 15:44:21,2023-10-25 15:45:21
219,701,INITIATED_LIGHTBOX,,2023-08-06 20:35:35,2023-08-06 20:39:35,2023-08-06 20:40:35
219,702,SELECT_BANK,,2023-08-06 20:38:35,2023-08-06 20:41:35,2023-08-06 20:42:35
219,703,LOGIN_ATTEMPT,Bank of America,2023-08-06 20:39:35,2023-08-06 20:41:35,2023-08-06 20:42:35
219,704,AUTHORIZATION,Bank of America,2023-08-06 20:43:35,2023-08-06 20:45:35,2023-08-06 20:46:35
220,705,INITIATED_LIGHTBOX,,2023-10-07 22:48:39,2023-10-07 22:51:39,2023-10-07 22:52:39
221,706,INITIATED_LIGHTBOX,,2024-03-02 13:06:18,2024-03-02 13:07:18,2024-03-02 13:08:18
221,707,SELECT_BANK,,2024-03-02 13:09:18,2024-03-02 13:11:18,2024-03-02 13:12:18
221,708,LOGIN_ATTEMPT,Barclays,2024-03-02 13:14:18,2024-03-02 13:17:18,2024-03-02 13:18:18
221,709,AUTHORIZATION,Barclays,2024-03-02 13:15:18,2024-03-02 13:17:18,2024-03-02 13:18:18
222,710,INITIATED_LIGHTBOX,,2024-05-26 04:49:57,2024-05-26 04:54:57,2024-05-26 04:55:57
222,711,SELECT_BANK,,2024-05-26 04:52:57,2024-05-26 04:54:57,2024-05-26 04:55:57
222,712,LOGIN_ATTEMPT,HSBC,2024-05-26 04:55:57,2024-05-26 04:58:57,2024-05-26 04:59:57
222,713,AUTHORIZATION,HSBC,2024-05-26 04:59:57,2024-05-26 05:03:57,2024-05-26 05:04:57
223,714,INITIATED_LIGHTBOX,,2024-02-25 16:08:05,2024-02-25 16:13:05,2024-02-25 16:14:05
223,715,SELECT_BANK,,2024-02-25 16:13:05,2024-02-25 16:17:05,2024-02-25 16:18:05
223,716,LOGIN_ATTEMPT,Bank of America,2024-02-25 16:14:05,2024-02-25 16:19:05,2024-02-25 16:20:05
223,717,AUTHORIZATION,Bank of America,2024-02-25 16:19:05,2024-02-25 16:24:05,2024-02-25 16:25:05
224,718,INITIATED_LIGHTBOX,,2023-07-01 16:50:20,2023-07-01 16:51:20,2023-07-01 16:52:20
224,719,SELECT_BANK,,2023-07-01 16:54:20,2023-07-01 16:59:20,2023-07-01 17:00:20
224,720,LOGIN_ATTEMPT,Deutsche Bank,2023-07-01 16:56:20,2023-07-01 16:58:20,2023-07-01 16:59:20
224,721,AUTHORIZATION,Deutsche Bank,2023-07-01 16:58:20,2023-07-01 16:59:20,2023-07-01 17:00:20
225,722,INITIATED_LIGHTBOX,,2023-06-15 04:38:17,2023-06-15 04:40:17,2023-06-15 04:41:17
225,723,SELECT_BANK,,2023-06-15 04:43:17,2023-06-15 04:48:17,2023-06-15 04:49:17
225,724,LOGIN_ATTEMPT,HSBC,2023-06-15 04:48:17,2023-06-15 04:50:17,2023-06-15 04:51:17
225,725,AUTHORIZATION,HSBC,2023-06-15 04:50:17,2023-06-15 04:54:17,2023-06-15 04:55:17
227,726,INITIATED_LIGHTBOX,,2023-09-13 07:46:18,2023-09-13 07:47:18,2023-09-13 07:48:18
227,727,SELECT_BANK,,2023-09-13 07:48:18,2023-09-13 07:51:18,2023-09-13 07:52:18
227,728,LOGIN_ATTEMPT,Bank of America,2023-09-13 07:53:18,2023-09-13 07:55:18,2023-09-13 07:56:18
228,729,INITIATED_LIGHTBOX,,2024-03-30 15:33:36,2024-03-30 15:34:36,2024-03-30 15:35:36
228,730,SELECT_BANK,,2024-03-30 15:34:36,2024-03-30 15:39:36,2024-03-30 15:40:36
228,731,LOGIN_ATTEMPT,HSBC,2024-03-30 15:36:36,2024-03-30 15:41:36,2024-03-30 15:42:36
229,732,INITIATED_LIGHTBOX,,2024-04-24 17:54:43,2024-04-24 17:56:43,2024-04-24 17:57:43
229,733,SELECT_BANK,,2024-04-24 17:58:43,2024-04-24 17:59:43,2024-04-24 18:00:43
229,734,LOGIN_ATTEMPT,HSBC,2024-04-24 18:01:43,2024-04-24 18:05:43,2024-04-24 18:06:43
229,735,AUTHORIZATION,HSBC,2024-04-24 18:02:43,2024-04-24 18:05:43,2024-04-24 18:06:43
230,736,INITIATED_LIGHTBOX,,2024-01-27 06:07:43,2024-01-27 06:09:43,2024-01-27 06:10:43
230,737,SELECT_BANK,,2024-01-27 06:08:43,2024-01-27 06:11:43,2024-01-27 06:12:43
230,738,LOGIN_ATTEMPT,Bank of America,2024-01-27 06:10:43,2024-01-27 06:11:43,2024-01-27 06:12:43
230,739,AUTHORIZATION,Bank of America,2024-01-27 06:11:43,2024-01-27 06:12:43,2024-01-27 06:13:43
231,740,INITIATED_LIGHTBOX,,2023-09-12 23:10:42,2023-09-12 23:11:42,2023-09-12 23:12:42
231,741,SELECT_BANK,,2023-09-12 23:15:42,2023-09-12 23:16:42,2023-09-12 23:17:42
231,742,LOGIN_ATTEMPT,Barclays,2023-09-12 23:19:42,2023-09-12 23:22:42,2023-09-12 23:23:42
231,743,AUTHORIZATION,Barclays,2023-09-12 23:24:42,2023-09-12 23:28:42,2023-09-12 23:29:42
232,744,INITIATED_LIGHTBOX,,2023-10-01 09:57:42,2023-10-01 10:00:42,2023-10-01 10:01:42
232,745,SELECT_BANK,,2023-10-01 09:59:42,2023-10-01 10:01:42,2023-10-01 10:02:42
232,746,LOGIN_ATTEMPT,Barclays,2023-10-01 10:01:42,2023-10-01 10:05:42,2023-10-01 10:06:42
233,747,INITIATED_LIGHTBOX,,2024-04-03 04:47:06,2024-04-03 04:48:06,2024-04-03 04:49:06
233,748,SELECT_BANK,,2024-04-03 04:50:06,2024-04-03 04:52:06,2024-04-03 04:53:06
233,749,LOGIN_ATTEMPT,Bank of America,2024-04-03 04:51:06,2024-04-03 04:54:06,2024-04-03 04:55:06
233,750,AUTHORIZATION,Bank of America,2024-04-03 04:54:06,2024-04-03 04:57:06,2024-04-03 04:58:06
234,751,INITIATED_LIGHTBOX,,2024-02-06 06:45:40,2024-02-06 06:49:40,2024-02-06 06:50:40
234,752,SELECT_BANK,,2024-02-06 06:47:40,2024-02-06 06:50:40,2024-02-06 06:51:40
234,753,LOGIN_ATTEMPT,Barclays,2024-02-06 06:50:40,2024-02-06 06:52:40,2024-02-06 06:53:40
236,754,INITIATED_LIGHTBOX,,2024-05-10 23:14:06,2024-05-10 23:17:06,2024-05-10 23:18:06
236,755,SELECT_BANK,,2024-05-10 23:19:06,2024-05-10 23:24:06,2024-05-10 23:25:06
236,756,LOGIN_ATTEMPT,HSBC,2024-05-10 23:20:06,2024-05-10 23:23:06,2024-05-10 23:24:06
236,757,AUTHORIZATION,HSBC,2024-05-10 23:22:06,2024-05-10 23:23:06,2024-05-10 23:24:06
237,758,INITIATED_LIGHTBOX,,2023-12-12 11:41:56,2023-12-12 11:44:56,2023-12-12 11:45:56
237,759,SELECT_BANK,,2023-12-12 11:44:56,2023-12-12 11:47:56,2023-12-12 11:48:56
237,760,LOGIN_ATTEMPT,BNP Paribas,2023-12-12 11:45:56,2023-12-12 11:48:56,2023-12-12 11:49:56
237,761,AUTHORIZATION,BNP Paribas,2023-12-12 11:46:56,2023-12-12 11:47:56,2023-12-12 11:48:56
238,762,INITIATED_LIGHTBOX,,2024-08-28 05:44:21,2024-08-28 05:46:21,2024-08-28 05:47:21
238,763,SELECT_BANK,,2024-08-28 05:47:21,2024-08-28 05:51:21,2024-08-28 05:52:21
238,764,LOGIN_ATTEMPT,HSBC,2024-08-28 05:52:21,2024-08-28 05:55:21,2024-08-28 05:56:21
238,765,AUTHORIZATION,HSBC,2024-08-28 05:54:21,2024-08-28 05:57:21,2024-08-28 05:58:21
239,766,INITIATED_LIGHTBOX,,2024-05-15 06:40:12,2024-05-15 06:44:12,2024-05-15 06:45:12
239,767,SELECT_BANK,,2024-05-15 06:44:12,2024-05-15 06:46:12,2024-05-15 06:47:12
239,768,LOGIN_ATTEMPT,BNP Paribas,2024-05-15 06:49:12,2024-05-15 06:54:12,2024-05-15 06:55:12
239,769,AUTHORIZATION,BNP Paribas,2024-05-15 06:53:12,2024-05-15 06:57:12,2024-05-15 06:58:12
240,770,INITIATED_LIGHTBOX,,2024-02-26 07:46:29,2024-02-26 07:47:29,2024-02-26 07:48:29
240,771,SELECT_BANK,,2024-02-26 07:51:29,2024-02-26 07:55:29,2024-02-26 07:56:29
240,772,LOGIN_ATTEMPT,Barclays,2024-02-26 07:54:29,2024-02-26 07:57:29,2024-02-26 07:58:29
240,773,AUTHORIZATION,Barclays,2024-02-26 07:58:29,2024-02-26 08:00:29,2024-02-26 08:01:29
241,774,INITIATED_LIGHTBOX,,2023-08-12 18:51:09,2023-08-12 18:56:09,2023-08-12 18:57:09
241,775,SELECT_BANK,,2023-08-12 18:55:09,2023-08-12 18:58:09,2023-08-12 18:59:09
241,776,LOGIN_ATTEMPT,BNP Paribas,2023-08-12 18:57:09,2023-08-12 19:02:09,2023-08-12 19:03:09
241,777,AUTHORIZATION,BNP Paribas,2023-08-12 19:02:09,2023-08-12 19:06:09,2023-08-12 19:07:09
242,778,INITIATED_LIGHTBOX,,2023-08-12 05:50:51,2023-08-12 05:54:51,2023-08-12 05:55:51
242,779,SELECT_BANK,,2023-08-12 05:54:51,2023-08-12 05:55:51,2023-08-12 05:56:51
242,780,LOGIN_ATTEMPT,Barclays,2023-08-12 05:55:51,2023-08-12 05:56:51,2023-08-12 05:57:51
243,781,INITIATED_LIGHTBOX,,2023-10-08 12:26:33,2023-10-08 12:30:33,2023-10-08 12:31:33
243,782,SELECT_BANK,,2023-10-08 12:28:33,2023-10-08 12:33:33,2023-10-08 12:34:33
243,783,LOGIN_ATTEMPT,Barclays,2023-10-08 12:32:33,2023-10-08 12:33:33,2023-10-08 12:34:33
243,784,AUTHORIZATION,Barclays,2023-10-08 12:33:33,2023-10-08 12:37:33,2023-10-08 12:38:33
244,785,INITIATED_LIGHTBOX,,2024-05-16 13:04:51,2024-05-16 13:07:51,2024-05-16 13:08:51
244,786,SELECT_BANK,,2024-05-16 13:05:51,2024-05-16 13:09:51,2024-05-16 13:10:51
244,787,LOGIN_ATTEMPT,HSBC,2024-05-16 13:10:51,2024-05-16 13:14:51,2024-05-16 13:15:51
244,788,AUTHORIZATION,HSBC,2024-05-16 13:11:51,2024-05-16 13:13:51,2024-05-16 13:14:51
245,789,INITIATED_LIGHTBOX,,2024-03-10 20:41:03,2024-03-10 20:44:03,2024-03-10 20:45:03
245,790,SELECT_BANK,,2024-03-10 20:44:03,2024-03-10 20:45:03,2024-03-10 20:46:03
245,791,LOGIN_ATTEMPT,BNP Paribas,2024-03-10 20:45:03,2024-03-10 20:46:03,2024-03-10 20:47:03
245,792,AUTHORIZATION,BNP Paribas,2024-03-10 20:50:03,2024-03-10 20:53:03,2024-03-10 20:54:03
246,793,INITIATED_LIGHTBOX,,2023-11-02 17:59:06,2023-11-02 18:02:06,2023-11-02 18:03:06
246,794,SELECT_BANK,,2023-11-02 18:01:06,2023-11-02 18:06:06,2023-11-02 18:07:06
246,795,LOGIN_ATTEMPT,Barclays,2023-11-02 18:02:06,2023-11-02 18:05:06,2023-11-02 18:06:06
246,796,AUTHORIZATION,Barclays,2023-11-02 18:04:06,2023-11-02 18:06:06,2023-11-02 18:07:06
247,797,INITIATED_LIGHTBOX,,2023-09-02 06:13:44,2023-09-02 06:16:44,2023-09-02 06:17:44
248,798,INITIATED_LIGHTBOX,,2024-11-01 09:21:21,2024-11-01 09:22:21,2024-11-01 09:23:21
248,799,SELECT_BANK,,2024-11-01 09:25:21,2024-11-01 09:30:21,2024-11-01 09:31:21
248,800,LOGIN_ATTEMPT,HSBC,2024-11-01 09:27:21,2024-11-01 09:29:21,2024-11-01 09:30:21
248,801,AUTHORIZATION,HSBC,2024-11-01 09:32:21,2024-11-01 09:35:21,2024-11-01 09:36:21
249,802,INITIATED_LIGHTBOX,,2024-04-06 07:31:09,2024-04-06 07:34:09,2024-04-06 07:35:09
249,803,SELECT_BANK,,2024-04-06 07:34:09,2024-04-06 07:36:09,2024-04-06 07:37:09
250,804,INITIATED_LIGHTBOX,,2024-03-10 11:46:37,2024-03-10 11:47:37,2024-03-10 11:48:37
250,805,SELECT_BANK,,2024-03-10 11:50:37,2024-03-10 11:51:37,2024-03-10 11:52:37
250,806,LOGIN_ATTEMPT,BNP Paribas,2024-03-10 11:54:37,2024-03-10 11:55:37,2024-03-10 11:56:37
250,807,AUTHORIZATION,BNP Paribas,2024-03-10 11:58:37,2024-03-10 11:59:37,2024-03-10 12:00:37
251,808,INITIATED_LIGHTBOX,,2024-01-26 17:36:45,2024-01-26 17:41:45,2024-01-26 17:42:45
251,809,SELECT_BANK,,2024-01-26 17:38:45,2024-01-26 17:40:45,2024-01-26 17:41:45
251,810,LOGIN_ATTEMPT,Barclays,2024-01-26 17:39:45,2024-01-26 17:42:45,2024-01-26 17:43:45
252,811,INITIATED_LIGHTBOX,,2024-05-19 15:06:57,2024-05-19 15:09:57,2024-05-19 15:10:57
252,812,SELECT_BANK,,2024-05-19 15:09:57,2024-05-19 15:10:57,2024-05-19 15:11:57
252,813,LOGIN_ATTEMPT,Barclays,2024-05-19 15:11:57,2024-05-19 15:12:57,2024-05-19 15:13:57
252,814,AUTHORIZATION,Barclays,2024-05-19 15:14:57,2024-05-19 15:16:57,2024-05-19 15:17:57
253,815,INITIATED_LIGHTBOX,,2024-04-08 04:29:13,2024-04-08 04:33:13,2024-04-08 04:34:13
253,816,SELECT_BANK,,2024-04-08 04:31:13,2024-04-08 04:36:13,2024-04-08 04:37:13
253,817,LOGIN_ATTEMPT,Barclays,2024-04-08 04:35:13,2024-04-08 04:37:13,2024-04-08 04:38:13
253,818,AUTHORIZATION,Barclays,2024-04-08 04:40:13,2024-04-08 04:43:13,2024-04-08 04:44:13
254,819,INITIATED_LIGHTBOX,,2024-04-25 11:07:20,2024-04-25 11:10:20,2024-04-25 11:11:20
254,820,SELECT_BANK,,2024-04-25 11:10:20,2024-04-25 11:14:20,2024-04-25 11:15:20
254,821,LOGIN_ATTEMPT,BNP Paribas,2024-04-25 11:14:20,2024-04-25 11:17:20,2024-04-25 11:18:20
254,822,AUTHORIZATION,BNP Paribas,2024-04-25 11:15:20,2024-04-25 11:18:20,2024-04-25 11:19:20
255,823,INITIATED_LIGHTBOX,,2024-01-21 15:14:41,2024-01-21 15:18:41,2024-01-21 15:19:41
255,824,SELECT_BANK,,2024-01-21 15:16:41,2024-01-21 15:19:41,2024-01-21 15:20:41
255,825,LOGIN_ATTEMPT,BNP Paribas,2024-01-21 15:21:41,2024-01-21 15:26:41,2024-01-21 15:27:41
255,826,AUTHORIZATION,BNP Paribas,2024-01-21 15:23:41,2024-01-21 15:25:41,2024-01-21 15:26:41
256,827,INITIATED_LIGHTBOX,,2024-11-23 11:38:20,2024-11-23 11:41:20,2024-11-23 11:42:20
256,828,SELECT_BANK,,2024-11-23 11:42:20,2024-11-23 11:44:20,2024-11-23 11:45:20
256,829,LOGIN_ATTEMPT,HSBC,2024-11-23 11:47:20,2024-11-23 11:48:20,2024-11-23 11:49:20
256,830,AUTHORIZATION,HSBC,2024-11-23 11:49:20,2024-11-23 11:50:20,2024-11-23 11:51:20
257,831,INITIATED_LIGHTBOX,,2024-03-06 08:34:42,2024-03-06 08:35:42,2024-03-06 08:36:42
257,832,SELECT_BANK,,2024-03-06 08:38:42,2024-03-06 08:39:42,2024-03-06 08:40:42
257,833,LOGIN_ATTEMPT,Bank of America,2024-03-06 08:43:42,2024-03-06 08:47:42,2024-03-06 08:48:42
257,834,AUTHORIZATION,Bank of America,2024-03-06 08:48:42,2024-03-06 08:49:42,2024-03-06 08:50:42
258,835,INITIATED_LIGHTBOX,,2023-11-30 05:39:45,2023-11-30 05:40:45,2023-11-30 05:41:45
258,836,SELECT_BANK,,2023-11-30 05:40:45,2023-11-30 05:44:45,2023-11-30 05:45:45
258,837,LOGIN_ATTEMPT,Bank of America,2023-11-30 05:45:45,2023-11-30 05:47:45,2023-11-30 05:48:45
258,838,AUTHORIZATION,Bank of America,2023-11-30 05:50:45,2023-11-30 05:51:45,2023-11-30 05:52:45
259,839,INITIATED_LIGHTBOX,,2023-11-26 02:30:42,2023-11-26 02:32:42,2023-11-26 02:33:42
259,840,SELECT_BANK,,2023-11-26 02:32:42,2023-11-26 02:37:42,2023-11-26 02:38:42
259,841,LOGIN_ATTEMPT,Barclays,2023-11-26 02:34:42,2023-11-26 02:35:42,2023-11-26 02:36:42
259,842,AUTHORIZATION,Barclays,2023-11-26 02:35:42,2023-11-26 02:38:42,2023-11-26 02:39:42
260,843,INITIATED_LIGHTBOX,,2023-12-23 23:46:58,2023-12-23 23:51:58,2023-12-23 23:52:58
260,844,SELECT_BANK,,2023-12-23 23:51:58,2023-12-23 23:53:58,2023-12-23 23:54:58
260,845,LOGIN_ATTEMPT,BNP Paribas,2023-12-23 23:54:58,2023-12-23 23:56:58,2023-12-23 23:57:58
260,846,AUTHORIZATION,BNP Paribas,2023-12-23 23:58:58,2023-12-23 23:59:58,2023-12-24 00:00:58
261,847,INITIATED_LIGHTBOX,,2024-01-19 14:17:06,2024-01-19 14:19:06,2024-01-19 14:20:06
261,848,SELECT_BANK,,2024-01-19 14:19:06,2024-01-19 14:24:06,2024-01-19 14:25:06
261,849,LOGIN_ATTEMPT,BNP Paribas,2024-01-19 14:22:06,2024-01-19 14:23:06,2024-01-19 14:24:06
261,850,AUTHORIZATION,BNP Paribas,2024-01-19 14:24:06,2024-01-19 14:27:06,2024-01-19 14:28:06
262,851,INITIATED_LIGHTBOX,,2023-08-17 01:34:33,2023-08-17 01:37:33,2023-08-17 01:38:33
263,852,INITIATED_LIGHTBOX,,2023-10-20 01:04:17,2023-10-20 01:09:17,2023-10-20 01:10:17
264,853,INITIATED_LIGHTBOX,,2024-01-31 04:21:18,2024-01-31 04:26:18,2024-01-31 04:27:18
264,854,SELECT_BANK,,2024-01-31 04:25:18,2024-01-31 04:28:18,2024-01-31 04:29:18
264,855,LOGIN_ATTEMPT,Bank of America,2024-01-31 04:26:18,2024-01-31 04:28:18,2024-01-31 04:29:18
264,856,AUTHORIZATION,Bank of America,2024-01-31 04:28:18,2024-01-31 04:30:18,2024-01-31 04:31:18
265,857,INITIATED_LIGHTBOX,,2023-09-13 00:42:55,2023-09-13 00:43:55,2023-09-13 00:44:55
265,858,SELECT_BANK,,2023-09-13 00:43:55,2023-09-13 00:46:55,2023-09-13 00:47:55
265,859,LOGIN_ATTEMPT,HSBC,2023-09-13 00:45:55,2023-09-13 00:46:55,2023-09-13 00:47:55
265,860,AUTHORIZATION,HSBC,2023-09-13 00:50:55,2023-09-13 00:53:55,2023-09-13 00:54:55
266,861,INITIATED_LIGHTBOX,,2023-10-01 06:27:09,2023-10-01 06:28:09,2023-10-01 06:29:09
266,862,SELECT_BANK,,2023-10-01 06:29:09,2023-10-01 06:33:09,2023-10-01 06:34:09
266,863,LOGIN_ATTEMPT,BNP Paribas,2023-10-01 06:30:09,2023-10-01 06:32:09,2023-10-01 06:33:09
266,864,AUTHORIZATION,BNP Paribas,2023-10-01 06:32:09,2023-10-01 06:37:09,2023-10-01 06:38:09
267,865,INITIATED_LIGHTBOX,,2024-08-04 01:55:27,2024-08-04 01:56:27,2024-08-04 01:57:27
267,866,SELECT_BANK,,2024-08-04 01:56:27,2024-08-04 01:59:27,2024-08-04 02:00:27
267,867,LOGIN_ATTEMPT,HSBC,2024-08-04 01:59:27,2024-08-04 02:04:27,2024-08-04 02:05:27
267,868,AUTHORIZATION,HSBC,2024-08-04 02:01:27,2024-08-04 02:06:27,2024-08-04 02:07:27
268,869,INITIATED_LIGHTBOX,,2023-07-01 19:26:57,2023-07-01 19:29:57,2023-07-01 19:30:57
268,870,SELECT_BANK,,2023-07-01 19:30:57,2023-07-01 19:33:57,2023-07-01 19:34:57
